model,folder,instance_id,k,reached,resolved,n_assistant_prefix,n_calls_prefix,n_repo_edits_prefix,n_edit_files_prefix,edit_churn_prefix,call_unique_ratio_prefix,n_read_prefix,n_edit_prefix,n_search_prefix,n_test_prefix,n_git_prefix,n_install_prefix,n_other_prefix
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-11578,50,1,True,50,50,8,5,0.375,0.9,0,8,0,34,4,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-11578,75,0,True,59,59,9,6,0.3333333333333333,0.8983050847457628,2,10,0,37,6,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,5,1,True,5,5,1,1,0.0,1.0,0,1,1,2,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,10,1,True,10,10,2,2,0.0,1.0,0,2,1,4,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,20,1,True,20,20,8,8,0.0,1.0,0,8,1,8,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,30,1,True,30,30,11,10,0.09090909090909091,1.0,0,11,3,12,1,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,50,0,True,38,38,11,10,0.09090909090909091,0.9473684210526315,1,12,4,16,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12585,75,0,True,38,38,11,10,0.09090909090909091,0.9473684210526315,1,12,4,16,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,5,1,True,5,5,0,0,0.0,1.0,0,0,1,4,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,10,1,True,10,10,0,0,0.0,1.0,0,0,1,9,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,20,1,True,20,20,1,1,0.0,1.0,0,1,2,14,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,30,1,True,30,30,3,2,0.3333333333333333,0.9666666666666667,0,3,2,22,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,50,1,True,50,50,6,3,0.5,0.94,1,7,2,31,6,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12682,75,0,True,51,51,6,3,0.5,0.9411764705882353,2,7,2,31,6,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,5,1,True,5,5,1,1,0.0,1.0,0,1,0,3,0,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,10,1,True,10,10,1,1,0.0,1.0,0,1,0,5,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,20,1,True,20,20,1,1,0.0,1.0,0,1,0,15,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,30,1,True,30,30,4,4,0.0,0.9666666666666667,0,4,0,22,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,50,1,True,50,50,7,6,0.14285714285714285,0.9,0,8,0,36,2,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-12973,75,0,True,59,59,7,6,0.14285714285714285,0.9152542372881356,2,9,0,42,2,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,5,1,True,5,5,1,1,0.0,1.0,0,1,2,1,0,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,10,1,True,10,10,1,1,0.0,1.0,0,1,2,4,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,20,1,True,20,20,3,3,0.0,0.95,0,3,2,12,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,30,1,True,30,30,6,5,0.16666666666666666,0.9666666666666667,0,6,2,19,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,50,0,True,43,43,7,6,0.14285714285714285,0.9767441860465116,1,8,2,28,1,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13124,75,0,True,43,43,7,6,0.14285714285714285,0.9767441860465116,1,8,2,28,1,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,5,1,True,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,10,1,True,10,10,1,1,0.0,1.0,0,1,1,4,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,20,1,True,20,20,3,3,0.0,1.0,0,3,1,10,0,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,30,1,True,30,30,5,5,0.0,1.0,0,5,1,18,0,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,50,0,True,34,34,5,5,0.0,1.0,0,6,1,18,3,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13135,75,0,True,34,34,5,5,0.0,1.0,0,6,1,18,3,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,5,1,True,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,10,1,True,10,10,1,1,0.0,1.0,0,1,1,4,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,20,1,True,20,20,2,2,0.0,0.95,0,2,2,12,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,30,1,True,30,30,4,4,0.0,0.9,0,4,3,16,1,4,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,50,0,True,47,47,7,6,0.14285714285714285,0.9361702127659575,2,8,4,20,7,4,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13142,75,0,True,47,47,7,6,0.14285714285714285,0.9361702127659575,2,8,4,20,7,4,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,5,1,True,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,10,1,True,10,10,1,1,0.0,0.9,0,1,1,2,0,4,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,20,1,True,20,20,4,4,0.0,0.95,0,4,1,8,0,5,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,30,1,True,30,30,6,6,0.0,0.9666666666666667,0,6,2,15,0,5,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,50,1,True,50,50,9,9,0.0,0.98,0,9,2,31,1,5,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13328,75,0,True,67,67,11,11,0.0,0.9850746268656716,1,12,4,41,2,5,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,5,1,True,5,5,1,1,0.0,1.0,0,1,1,1,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,10,1,True,10,10,1,1,0.0,0.9,0,1,1,4,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,20,1,True,20,20,3,2,0.3333333333333333,0.95,0,3,1,12,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,30,1,True,30,30,6,5,0.16666666666666666,0.9666666666666667,0,6,1,19,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,50,1,True,50,50,7,6,0.14285714285714285,0.98,0,7,4,35,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13439,75,0,True,55,55,7,6,0.14285714285714285,0.9818181818181818,2,8,4,37,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,5,1,True,5,5,0,0,0.0,1.0,0,0,0,5,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,10,1,True,10,10,1,1,0.0,1.0,0,1,0,6,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,20,1,True,20,20,2,2,0.0,1.0,0,2,0,15,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,30,1,True,30,30,3,2,0.3333333333333333,1.0,0,3,1,22,1,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,50,0,True,49,49,6,3,0.5,0.9795918367346939,1,8,1,33,3,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13496,75,0,True,49,49,6,3,0.5,0.9795918367346939,1,8,1,33,3,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,5,1,True,5,5,1,1,0.0,1.0,0,1,1,1,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,10,1,True,10,10,1,1,0.0,1.0,0,1,1,5,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,20,1,True,20,20,4,3,0.25,1.0,0,4,2,10,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,30,1,True,30,30,7,6,0.14285714285714285,1.0,0,7,2,16,1,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,50,0,True,45,45,9,8,0.1111111111111111,1.0,1,12,2,23,3,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-13779,75,0,True,45,45,9,8,0.1111111111111111,1.0,1,12,2,23,3,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,5,1,True,5,5,1,1,0.0,1.0,0,1,1,2,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,10,1,True,10,10,1,1,0.0,0.9,0,1,1,6,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,20,1,True,20,20,3,2,0.3333333333333333,0.85,0,3,3,11,0,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,30,1,True,30,30,3,2,0.3333333333333333,0.8666666666666667,0,3,4,19,0,4,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,50,1,True,50,50,6,5,0.16666666666666666,0.88,0,6,6,31,3,4,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14053,75,0,True,53,53,6,5,0.16666666666666666,0.8867924528301887,1,7,6,32,3,4,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,5,1,False,5,5,1,1,0.0,1.0,0,1,3,1,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,10,1,False,10,10,1,1,0.0,1.0,0,1,3,5,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,20,1,False,20,20,1,1,0.0,0.95,0,1,3,13,0,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,30,1,False,30,30,1,1,0.0,0.9666666666666667,0,1,3,23,0,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,50,0,False,44,44,5,4,0.2,0.9772727272727273,2,6,3,29,1,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14087,75,0,False,44,44,5,4,0.2,0.9772727272727273,2,6,3,29,1,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,5,1,True,5,5,0,0,0.0,1.0,0,0,2,3,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,10,1,True,10,10,1,1,0.0,0.9,1,1,3,5,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,20,1,True,20,20,2,2,0.0,0.95,1,2,7,9,0,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,30,1,True,30,30,5,2,0.6,0.9,2,6,7,13,1,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,50,1,True,50,50,5,2,0.6,0.9,5,15,7,18,4,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14141,75,0,True,51,51,5,2,0.6,0.9019607843137255,6,15,7,18,4,0,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,5,1,True,5,5,1,1,0.0,1.0,0,1,0,1,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,10,1,True,10,10,1,1,0.0,1.0,0,1,0,6,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,20,1,True,20,20,2,2,0.0,1.0,0,2,0,15,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,30,1,True,30,30,3,3,0.0,1.0,0,3,0,24,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,50,0,True,49,49,4,4,0.0,1.0,1,5,1,37,0,3,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14496,75,0,True,49,49,4,4,0.0,1.0,1,5,1,37,0,3,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,5,1,True,5,5,1,1,0.0,1.0,0,1,1,2,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,10,1,True,10,10,1,1,0.0,0.9,0,1,1,6,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,20,1,True,20,20,1,1,0.0,0.95,0,1,1,16,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,30,1,True,30,30,2,2,0.0,0.9666666666666667,0,2,1,25,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,50,1,True,50,50,5,5,0.0,0.98,0,5,1,40,1,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14629,75,1,True,75,75,11,8,0.2727272727272727,0.9866666666666667,0,11,1,57,3,3,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,5,1,True,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,10,1,True,10,10,1,1,0.0,0.9,0,1,2,1,0,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,20,1,True,20,20,1,1,0.0,0.8,0,2,2,4,1,10,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,30,1,True,30,30,3,2,0.3333333333333333,0.8,0,5,2,11,1,10,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,50,0,True,48,48,4,3,0.25,0.8333333333333334,1,7,4,21,2,12,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14710,75,0,True,48,48,4,3,0.25,0.8333333333333334,1,7,4,21,2,12,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,5,1,True,5,5,1,1,0.0,1.0,0,1,2,0,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,10,1,True,10,10,1,1,0.0,1.0,0,1,2,4,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,20,1,True,20,20,2,2,0.0,1.0,0,2,2,13,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,30,0,True,28,28,3,3,0.0,1.0,2,4,2,17,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,50,0,True,28,28,3,3,0.0,1.0,2,4,2,17,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14894,75,0,True,28,28,3,3,0.0,1.0,2,4,2,17,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,5,1,True,5,5,1,1,0.0,1.0,0,1,0,3,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,10,1,True,10,10,1,1,0.0,1.0,0,1,0,8,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,20,1,True,20,20,1,1,0.0,1.0,0,1,0,16,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,30,1,True,30,30,3,3,0.0,0.9666666666666667,0,3,0,24,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,50,0,True,42,42,4,4,0.0,0.9761904761904762,1,5,1,30,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-14983,75,0,True,42,42,4,4,0.0,0.9761904761904762,1,5,1,30,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,5,1,True,5,5,1,1,0.0,1.0,0,1,0,4,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,10,1,True,10,10,1,1,0.0,1.0,0,1,0,8,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,20,1,True,20,20,5,5,0.0,1.0,0,5,0,14,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,30,1,True,30,30,7,6,0.14285714285714285,0.9,0,7,1,20,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,50,1,True,50,50,12,11,0.08333333333333333,0.9,0,13,2,31,2,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-15100,75,0,True,58,58,12,11,0.08333333333333333,0.896551724137931,1,15,2,34,4,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,5,1,False,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,10,1,False,10,10,1,1,0.0,0.9,0,1,2,1,0,5,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,20,1,False,20,20,1,1,0.0,0.95,0,1,2,9,0,6,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,30,1,False,30,30,2,2,0.0,0.9,0,2,2,15,1,8,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,50,1,False,50,50,10,7,0.3,0.86,0,10,5,24,1,8,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25102,75,1,False,75,75,17,12,0.29411764705882354,0.9066666666666666,1,18,6,36,4,8,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,5,1,True,5,5,0,0,0.0,1.0,0,0,2,3,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,10,1,True,10,10,1,1,0.0,1.0,0,1,2,7,0,0,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,20,1,True,20,20,1,1,0.0,1.0,0,1,2,14,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,30,1,True,30,30,4,3,0.25,0.9666666666666667,0,4,3,19,1,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,50,0,True,43,43,5,4,0.2,0.9302325581395349,1,6,5,26,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25232,75,0,True,43,43,5,4,0.2,0.9302325581395349,1,6,5,26,2,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,5,1,False,5,5,1,1,0.0,1.0,0,1,0,1,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,10,1,False,10,10,2,2,0.0,1.0,0,2,0,5,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,20,1,False,20,20,2,2,0.0,1.0,0,2,0,15,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,30,1,False,30,30,7,5,0.2857142857142857,1.0,0,8,0,19,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,50,0,False,48,48,11,7,0.36363636363636365,0.9583333333333334,2,13,2,25,3,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25747,75,0,False,48,48,11,7,0.36363636363636365,0.9583333333333334,2,13,2,25,3,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,5,1,True,5,5,1,1,0.0,1.0,0,1,1,1,0,1,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,10,1,True,10,10,1,1,0.0,0.9,0,1,2,2,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,20,1,True,20,20,1,1,0.0,0.9,0,1,3,6,0,8,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,30,1,True,30,30,1,1,0.0,0.7666666666666667,0,1,3,11,0,13,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,50,1,True,50,50,4,4,0.0,0.82,0,4,4,26,0,14,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25931,75,0,True,55,55,4,4,0.0,0.8363636363636363,1,5,4,29,0,14,2
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,5,1,True,5,5,1,1,0.0,1.0,0,1,1,2,0,1,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,10,1,True,10,10,1,1,0.0,1.0,1,1,1,5,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,20,1,True,20,20,1,1,0.0,1.0,1,1,1,15,0,2,0
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,30,1,True,30,30,3,3,0.0,0.9,1,3,1,21,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,50,0,True,41,41,6,4,0.3333333333333333,0.926829268292683,2,7,1,27,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-25973,75,0,True,41,41,6,4,0.3333333333333333,0.926829268292683,2,7,1,27,0,3,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-26194,5,1,False,5,5,1,1,0.0,1.0,0,1,1,0,0,2,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-26194,10,1,False,10,10,1,1,0.0,1.0,0,1,1,3,0,4,1
Gemini 3 Flash high,20260217_mini-v2.0.0_gemini-3-flash-high,scikit-learn__scikit-learn-26194,20,1,False,20,20,1,1,0.0,1.0,0,1,1,13,0,4,1
